"id","weight","height"
6993,57,188
6994,79,189
6995,79,122
6996,50,179
6997,29,209
6998,71,187
6999,87,96
7000,70,133
7001,78,167
7002,63,164
7003,82,208
7004,66,163
7005,83,223
7006,64,178
7007,103,138
7008,90,228
7009,90,175
7010,107,193
7011,60,145
7012,58,143
7013,70,158
7014,42,196
7015,74,165
7016,84,219
7017,82,185
7018,84,192
7019,59,225
7020,67,122
7021,73,166
7022,57,163
7023,92,121
7024,57,216
7025,88,115
7026,65,173
7027,101,226
7028,59,112
7029,60,156
7030,68,131
7031,69,160
7032,60,204
7033,64,201
7034,59,148
7035,75,150
7036,62,239
7037,58,141
7038,48,184
7039,84,164
7040,75,149
7041,65,192
7042,44,208
7043,75,213
7044,64,187
7045,67,138
7046,105,172
7047,76,168
7048,80,118
7049,47,113
7050,79,170
7051,86,214
7052,53,135
7053,65,177
7054,80,192
7055,56,168
7056,66,149
7057,72,143
7058,97,162
7059,85,230
7060,78,183
7061,78,109
7062,80,155
7063,72,170
7064,101,149
7065,64,168
7066,63,212
7067,94,143
7068,73,166
7069,82,85
7070,58,168
7071,66,173
7072,64,143
7073,84,170
7074,77,167
7075,76,241
7076,89,208
7077,47,238
7078,92,121
7079,51,177
7080,80,204
7081,74,180
7082,75,220
7083,61,203
7084,95,129
7085,74,194
7086,74,100
7087,75,205
7088,50,182
7089,89,140
7090,74,173
7091,72,146
7092,72,146
7093,85,202
7094,48,201
7095,73,118
7096,58,200
7097,85,134
7098,70,139
7099,74,122
7100,55,221
7101,43,162
7102,68,148
7103,72,145
7104,62,201
7105,77,218
7106,62,152
7107,63,171
7108,54,185
7109,61,152
7110,51,150
7111,59,135
7112,61,133
7113,61,183
7114,75,183
7115,41,192
7116,54,138
7117,68,205
7118,64,194
7119,85,140
7120,61,205
7121,63,185
7122,73,205
7123,62,133
7124,94,188
7125,69,191
7126,74,147
7127,46,155
7128,62,143
7129,67,157
7130,82,190
7131,67,138
7132,77,220
7133,71,193
7134,87,163
7135,86,220
7136,80,173
7137,90,173
7138,40,151
7139,64,222
7140,76,189
7141,77,194
7142,80,196
7143,71,149
7144,68,190
7145,62,149
7146,54,167
7147,65,229
7148,54,190
7149,83,186
7150,56,205
7151,63,220
7152,67,152
7153,74,180
7154,65,206
7155,66,145
7156,75,191
7157,110,123
7158,75,145
7159,69,172
7160,85,182
7161,99,144
7162,71,219
7163,56,201
7164,72,138
7165,78,309
7166,79,175
7167,69,206
7168,41,222
7169,69,193
7170,83,185
7171,54,147
7172,54,216
7173,72,227
7174,73,222
7175,86,186
7176,55,136
7177,85,158
7178,52,211
7179,62,208
7180,61,147
7181,66,104
7182,102,171
7183,86,169
7184,58,168
7185,93,183
7186,76,131
7187,64,232
7188,91,251
7189,68,166
7190,104,175
7191,60,181
7192,66,235
7193,76,187
7194,75,121
7195,59,191
7196,64,170
7197,80,189
7198,95,195
7199,78,145
7200,75,179
7201,69,139
7202,68,190
7203,91,198
7204,66,157
7205,85,161
7206,71,184
7207,84,100
7208,57,186
7209,86,173
7210,59,173
7211,81,170
7212,78,183
7213,80,133
7214,78,173
7215,62,239
7216,60,195
7217,70,179
7218,48,131
7219,41,231
7220,54,212
7221,66,211
7222,82,213
7223,58,196
7224,90,201
7225,54,188
7226,104,177
7227,73,186
7228,40,177
7229,59,114
7230,57,173
7231,64,240
7232,82,111
7233,89,181
7234,86,157
7235,85,222
7236,40,161
7237,75,210
7238,85,120
7239,96,91
7240,43,169
7241,67,156
7242,55,163
7243,60,206
7244,70,194
7245,76,208
7246,61,216
7247,73,179
7248,85,169
7249,77,187
7250,34,127
7251,73,208
7252,71,228
7253,83,154
7254,69,186
7255,46,127
7256,74,171
7257,114,144
7258,66,201
7259,89,200
7260,76,249
7261,56,135
7262,55,219
7263,76,167
7264,58,156
7265,54,175
7266,62,211
7267,75,165
7268,70,248
7269,56,158
7270,84,199
7271,64,176
7272,74,223
7273,72,118
7274,68,120
7275,92,138
7276,45,147
7277,70,246
7278,61,158
7279,81,177
7280,108,151
7281,73,206
7282,67,187
7283,64,211
7284,60,166
7285,60,91
7286,81,109
7287,93,207
7288,57,193
7289,75,193
7290,82,162
7291,42,101
7292,70,190
7293,58,173
7294,50,154
7295,46,162
7296,65,112
7297,83,180
7298,63,132
7299,64,188
7300,44,206
7301,63,133
7302,46,197
7303,61,115
7304,100,175
7305,65,189
7306,75,186
7307,63,195
7308,75,180
7309,51,112
7310,77,197
7311,66,139
7312,77,209
7313,65,136
7314,65,99
7315,70,148
7316,92,166
7317,53,200
7318,73,187
7319,67,216
7320,44,105
7321,73,187
7322,56,208
7323,67,238
7324,97,154
7325,71,155
7326,67,145
7327,57,192
7328,60,108
7329,49,103
7330,81,197
7331,66,197
7332,50,228
7333,72,190
7334,83,186
7335,55,155
7336,68,173
7337,52,190
7338,79,186
7339,48,222
7340,70,137
7341,72,142
7342,72,235
7343,76,203
7344,66,175
7345,85,175
7346,57,99
7347,70,185
7348,76,189
7349,46,151
7350,79,165
7351,53,185
7352,60,153
7353,99,140
7354,67,148
7355,80,170
7356,48,217
7357,71,177
7358,84,139
7359,55,152
7360,82,184
7361,80,198
7362,75,201
7363,75,154
7364,99,149
7365,69,166
7366,73,163
7367,78,173
7368,60,123
7369,50,156
7370,75,208
7371,72,207
7372,82,135
7373,78,191
7374,65,201
7375,56,150
7376,69,175
7377,49,127
7378,67,186
7379,66,109
7380,72,202
7381,58,185
7382,73,182
7383,78,176
7384,90,147
7385,85,179
7386,71,177
7387,62,209
7388,51,177
7389,53,203
7390,65,172
7391,47,240
7392,99,175
7393,74,138
7394,75,217
7395,81,188
7396,83,183
7397,72,146
7398,68,134
7399,70,146
7400,62,171
7401,84,148
7402,45,155
7403,62,197
7404,58,181
7405,56,161
7406,87,215
7407,82,175
7408,74,177
7409,66,141
7410,65,113
7411,70,159
7412,80,194
7413,81,105
7414,60,124
7415,73,170
7416,79,196
7417,58,150
7418,71,191
7419,59,200
7420,66,189
7421,72,176
7422,77,169
7423,63,218
7424,58,197
7425,63,202
7426,73,174
7427,76,201
7428,62,106
7429,65,174
7430,51,181
7431,76,173
7432,84,190
7433,81,136
7434,59,124
7435,78,215
7436,52,139
7437,66,201
7438,75,221
7439,93,105
7440,77,135
7441,65,146
7442,53,209
7443,51,109
7444,78,201
7445,48,163
7446,61,175
7447,80,89
7448,78,161
7449,103,174
7450,87,101
7451,48,182
7452,89,161
7453,77,99
7454,75,193
7455,69,147
7456,65,221
7457,112,109
7458,95,165
7459,68,160
7460,82,199
7461,64,146
7462,74,161
7463,34,186
7464,42,186
7465,71,204
7466,77,194
7467,54,195
7468,80,177
7469,83,188
7470,85,128
7471,74,210
7472,79,195
7473,63,219
7474,84,166
7475,86,204
7476,58,170
7477,57,156
7478,63,210
7479,72,196
7480,31,183
7481,83,139
7482,74,123
7483,97,127
7484,62,175
7485,61,169
7486,87,203
7487,47,222
7488,71,218
7489,63,171
7490,82,216
7491,72,205
7492,83,118
7493,60,136
7494,74,135
7495,71,199
7496,27,172
7497,66,205
7498,86,168
7499,80,132
7500,80,198
7501,69,163
7502,79,151
7503,71,193
7504,66,184
7505,85,168
7506,56,173
7507,57,210
7508,65,167
7509,82,229
7510,56,149
7511,59,172
7512,84,188
7513,59,179
7514,57,183
7515,50,195
7516,77,135
7517,72,154
7518,67,144
7519,69,158
7520,73,146
7521,72,252
7522,75,180
7523,56,181
7524,92,153
7525,86,153
7526,64,154
7527,97,185
7528,53,121
7529,49,150
7530,57,166
7531,66,162
7532,70,201
7533,72,222
7534,72,209
7535,69,188
7536,77,198
7537,60,257
7538,62,169
7539,88,164
7540,90,170
7541,60,176
7542,79,171
7543,67,195
7544,41,169
7545,75,184
7546,82,195
7547,72,164
7548,65,168
7549,67,202
7550,83,155
7551,38,117
7552,83,141
7553,71,166
7554,65,229
7555,63,156
7556,73,120
7557,65,145
7558,56,163
7559,80,130
7560,84,141
7561,111,232
7562,42,87
7563,36,170
7564,60,72
7565,53,203
7566,87,227
7567,91,200
7568,74,148
7569,81,233
7570,86,156
7571,75,156
7572,77,176
7573,71,131
7574,69,223
7575,78,123
7576,63,166
7577,78,212
7578,64,183
7579,60,152
7580,65,136
7581,88,166
7582,84,219
7583,78,159
7584,90,141
7585,66,153
7586,68,170
7587,76,135
7588,64,158
7589,52,184
7590,54,229
7591,95,195
7592,41,171
7593,96,166
7594,72,191
7595,85,223
7596,82,166
7597,79,146
7598,68,139
7599,66,248
7600,74,285
7601,63,154
7602,86,230
7603,64,188
7604,66,149
7605,74,150
7606,84,137
7607,82,201
7608,56,198
7609,93,169
7610,73,169
7611,71,166
7612,65,194
7613,47,181
7614,46,222
7615,62,242
7616,73,219
7617,65,110
7618,52,175
7619,61,172
7620,60,166
7621,61,160
7622,46,215
7623,64,184
7624,77,204
7625,98,142
7626,80,192
7627,53,219
7628,63,122
7629,66,136
7630,74,112
7631,62,184
7632,103,176
7633,84,200
7634,44,163
7635,67,168
7636,85,177
7637,81,106
7638,77,171
7639,82,151
7640,95,135
7641,76,142
7642,90,226
7643,81,142
7644,46,130
7645,64,139
7646,61,169
7647,67,154
7648,87,163
7649,61,209
7650,75,184
7651,87,177
7652,94,129
7653,59,223
7654,46,180
7655,68,203
7656,57,209
7657,76,220
7658,72,174
7659,57,132
7660,49,190
7661,84,99
7662,82,172
7663,51,191
7664,92,156
7665,84,135
7666,70,148
7667,81,191
7668,66,185
7669,88,199
7670,85,152
7671,71,169
7672,62,165
7673,64,129
7674,104,184
7675,55,183
7676,59,183
7677,45,175
7678,93,152
7679,107,132
7680,75,180
7681,58,202
7682,70,225
7683,42,137
7684,64,169
7685,28,169
7686,70,183
7687,80,187
7688,75,187
7689,79,182
7690,69,144
7691,85,189
7692,64,156
7693,74,129
7694,86,172
7695,61,118
7696,64,199
7697,72,185
7698,66,160
7699,99,167
7700,50,163
7701,61,168
7702,64,166
7703,66,197
7704,86,166
7705,69,135
7706,80,175
7707,72,186
7708,68,164
7709,74,172
7710,55,206
7711,60,200
7712,88,198
7713,64,134
7714,69,118
7715,79,128
7716,66,153
7717,65,136
7718,64,143
7719,81,146
7720,66,120
7721,66,180
7722,75,198
7723,75,156
7724,39,112
7725,83,127
7726,87,245
7727,65,198
7728,54,142
7729,80,219
7730,76,188
7731,68,143
7732,63,156
7733,73,221
7734,74,181
7735,83,180
7736,77,181
7737,82,198
7738,80,219
7739,78,181
7740,55,110
7741,78,150
7742,69,172
7743,62,94
7744,56,165
7745,89,185
7746,62,146
7747,58,169
7748,80,163
7749,75,203
7750,63,170
7751,94,131
7752,58,192
7753,48,122
7754,72,151
7755,77,147
7756,56,152
7757,65,175
7758,94,194
7759,69,218
7760,65,165
7761,68,159
7762,82,195
7763,67,166
7764,66,184
7765,69,162
7766,61,137
7767,94,168
7768,65,89
7769,85,154
7770,72,210
7771,74,182
7772,67,181
7773,52,175
7774,100,157
7775,69,127
7776,49,156
7777,81,166
7778,68,175
7779,60,196
7780,84,187
7781,75,216
7782,68,183
7783,73,100
7784,67,203
7785,93,204
7786,77,170
7787,59,226
7788,74,135
7789,94,190
7790,95,212
7791,72,131
7792,48,140
7793,67,172
7794,70,127
7795,81,170
7796,49,184
7797,85,141
7798,90,162
7799,91,141
7800,70,229
7801,58,160
7802,68,176
7803,89,190
7804,82,209
7805,76,168
7806,85,97
7807,51,174
7808,91,141
7809,39,184
7810,59,222
7811,79,276
7812,54,204
7813,52,224
7814,55,175
7815,70,143
7816,74,151
7817,85,185
7818,75,129
7819,72,168
7820,64,192
7821,65,164
7822,80,164
7823,47,229
7824,73,195
7825,65,164
7826,69,110
7827,66,148
7828,73,166
7829,87,173
7830,68,161
7831,60,192
7832,75,151
7833,78,149
7834,88,139
7835,56,171
7836,58,151
7837,43,160
7838,72,213
7839,73,171
7840,69,242
7841,70,213
7842,68,159
7843,107,231
7844,78,186
7845,76,167
7846,81,117
7847,73,153
7848,53,190
7849,70,251
7850,70,207
7851,73,178
7852,85,203
7853,63,137
7854,49,209
7855,68,126
7856,78,168
7857,73,199
7858,79,147
7859,84,116
7860,75,166
7861,78,163
7862,64,180
7863,62,170
7864,77,151
7865,53,140
7866,51,198
7867,63,169
7868,70,168
7869,58,253
7870,62,163
7871,86,164
7872,81,130
7873,64,131
7874,57,135
7875,63,164
7876,82,191
7877,84,207
7878,51,150
7879,37,177
7880,82,197
7881,77,146
7882,65,164
7883,58,129
7884,58,180
7885,48,192
7886,79,229
7887,74,146
7888,59,142
7889,80,157
7890,63,176
7891,82,172
7892,64,222
7893,56,136
7894,90,221
7895,72,239
7896,59,162
7897,64,187
7898,81,107
7899,90,138
7900,85,213
7901,74,167
7902,76,126
7903,93,237
7904,52,157
7905,67,169
7906,72,182
7907,89,171
7908,60,210
7909,76,182
7910,83,184
7911,65,213
7912,61,130
7913,54,169
7914,86,188
7915,76,158
7916,54,181
7917,91,175
7918,57,160
7919,95,118
7920,79,155
7921,55,183
7922,66,195
7923,70,203
7924,87,149
7925,60,221
7926,65,183
7927,69,180
7928,76,209
7929,85,170
7930,49,189
7931,86,146
7932,70,182
7933,60,237
7934,67,125
7935,68,199
7936,63,166
7937,64,214
7938,68,169
7939,75,213
7940,46,179
7941,47,110
7942,52,170
7943,71,198
7944,69,252
7945,79,155
7946,83,161
7947,76,184
7948,71,182
7949,44,116
7950,55,173
7951,69,176
7952,64,171
7953,81,103
7954,71,207
7955,66,169
7956,63,167
7957,107,188
7958,60,120
7959,84,219
7960,68,222
7961,77,186
7962,70,153
7963,68,186
7964,99,151
7965,48,185
7966,71,74
7967,56,146
7968,76,189
7969,61,138
7970,58,172
7971,58,199
7972,60,161
7973,105,139
7974,68,207
7975,80,153
7976,67,183
7977,91,194
7978,74,258
7979,57,178
7980,96,180
7981,64,127
7982,97,136
7983,88,192
7984,58,198
7985,49,180
7986,49,138
7987,89,148
7988,48,146
7989,62,117
7990,78,188
7991,84,225
7992,43,147
7993,77,138
7994,84,190
7995,77,155
7996,69,174
7997,71,178
7998,55,150
7999,86,176
8000,56,121
8001,86,193
8002,26,215
8003,55,163
8004,70,112
8005,74,185
8006,67,202
8007,57,165
8008,68,183
8009,86,156
8010,99,151
8011,85,165
8012,87,210
8013,65,171
8014,102,152
8015,68,136
8016,66,188
8017,62,208
8018,87,157
8019,69,191
8020,48,139
8021,78,220
8022,75,167
8023,76,158
8024,71,153
8025,66,183
8026,56,190
8027,80,214
8028,100,252
8029,102,181
8030,89,186
8031,53,205
8032,82,194
8033,31,127
8034,61,146
8035,78,146
8036,64,201
8037,86,175
8038,80,202
8039,67,127
8040,54,139
8041,70,152
8042,70,143
8043,67,163
8044,57,194
8045,80,163
8046,47,155
8047,42,182
8048,78,138
8049,56,202
8050,66,178
8051,56,157
8052,70,182
8053,84,137
8054,77,209
8055,75,250
8056,79,145
8057,92,99
8058,56,204
8059,81,165
8060,99,188
8061,79,168
8062,82,126
8063,65,178
8064,100,184
8065,80,159
8066,51,189
8067,67,196
8068,95,135
8069,69,175
8070,65,208
8071,93,221
8072,97,196
8073,79,188
8074,59,137
8075,51,196
8076,76,169
8077,58,138
8078,74,162
8079,71,238
8080,78,212
8081,86,156
8082,68,209
8083,54,193
8084,66,203
8085,58,199
8086,58,169
8087,84,205
8088,70,148
8089,67,150
8090,88,254
8091,75,127
8092,86,165
8093,70,174
8094,76,139
8095,78,216
8096,93,188
8097,47,169
8098,67,211
8099,57,202
8100,74,189
8101,67,135
8102,52,218
8103,66,204
8104,80,200
8105,68,172
8106,92,140
8107,76,153
8108,70,159
8109,94,180
8110,95,151
8111,77,128
8112,61,124
8113,55,191
8114,74,157
8115,73,220
8116,78,109
8117,81,189
8118,63,179
8119,69,193
8120,74,207
8121,85,161
8122,70,185
8123,65,158
8124,98,164
8125,59,136
8126,60,170
8127,65,151
8128,78,150
8129,76,145
8130,77,191
8131,87,187
8132,84,177
8133,81,109
8134,74,210
8135,51,209
8136,73,201
8137,48,241
8138,59,126
8139,69,190
8140,74,122
8141,70,181
8142,82,153
8143,77,205
8144,56,158
8145,47,109
8146,99,169
8147,76,170
8148,52,198
8149,59,141
8150,63,135
8151,84,144
8152,60,159
8153,70,159
8154,52,225
8155,68,92
8156,69,141
8157,82,136
8158,72,198
8159,80,183
8160,64,158
8161,64,189
8162,81,177
8163,65,135
8164,55,156
8165,73,197
8166,55,209
8167,72,195
8168,43,158
8169,52,165
8170,74,215
8171,71,178
8172,76,188
8173,58,179
8174,88,138
8175,64,186
8176,77,194
8177,91,170
8178,54,218
8179,43,189
8180,60,167
8181,71,168
8182,87,195
8183,61,167
8184,77,206
8185,66,150
8186,66,136
8187,56,171
8188,63,195
8189,74,218
8190,82,238
8191,60,202
8192,67,156
8193,79,197
8194,79,211
8195,38,181
8196,65,126
8197,67,168
8198,79,165
8199,61,165
8200,63,179
8201,46,195
8202,91,174
8203,73,191
8204,77,171
8205,51,241
8206,86,161
8207,55,183
8208,56,159
8209,47,187
8210,22,157
8211,55,208
8212,84,142
8213,67,160
8214,67,132
8215,57,152
8216,62,179
8217,84,165
8218,69,139
8219,73,220
8220,88,218
8221,71,173
8222,74,142
8223,105,179
8224,76,148
8225,70,206
8226,90,178
8227,72,192
8228,66,188
8229,77,175
8230,68,233
8231,45,203
8232,58,153
8233,104,236
8234,86,144
8235,93,198
8236,79,185
8237,79,221
8238,72,198
8239,72,192
8240,92,223
8241,82,180
8242,123,180
8243,88,160
8244,78,180
8245,67,136
8246,79,120
8247,86,126
8248,84,138
8249,47,177
8250,56,173
8251,76,151
8252,61,160
8253,59,141
8254,73,162
8255,70,170
8256,79,182
8257,63,136
8258,71,122
8259,60,125
8260,64,193
8261,71,163
8262,87,146
8263,86,109
8264,58,138
8265,67,127
8266,60,206
8267,80,182
8268,52,236
8269,71,156
8270,70,224
8271,50,159
8272,59,168
8273,53,180
8274,63,196
8275,73,156
8276,84,208
8277,69,145
8278,73,191
8279,69,185
8280,39,159
8281,55,115
8282,62,192
8283,55,187
8284,55,178
8285,84,213
8286,83,187
8287,82,175
8288,54,177
8289,50,147
8290,83,195
8291,76,188
8292,73,128
8293,45,198
8294,60,191
8295,69,239
8296,75,221
8297,57,167
8298,45,126
8299,60,104
8300,54,205
8301,80,186
8302,82,194
8303,85,217
8304,51,144
8305,79,168
8306,93,176
8307,88,190
8308,82,97
8309,86,185
8310,72,197
8311,92,193
8312,101,202
8313,60,187
8314,85,160
8315,87,188
8316,60,133
8317,96,203
8318,86,219
8319,78,195
8320,62,193
8321,65,151
8322,71,143
8323,69,172
8324,66,199
8325,106,89
8326,58,156
8327,59,161
8328,79,136
8329,60,250
8330,80,157
8331,93,143
8332,56,185
8333,50,251
8334,94,160
8335,83,146
8336,82,168
8337,93,180
8338,53,139
8339,61,156
8340,74,181
8341,82,133
8342,53,160
8343,74,149
8344,87,156
8345,62,167
8346,62,168
8347,63,201
8348,96,169
8349,85,142
8350,77,151
8351,80,183
8352,67,131
8353,88,216
8354,88,139
8355,53,200
8356,66,159
8357,88,78
8358,81,178
8359,82,203
8360,53,193
8361,55,121
8362,60,153
8363,72,156
8364,76,159
8365,58,160
8366,69,157
8367,53,171
8368,67,146
8369,64,218
8370,75,163
8371,62,169
8372,42,222
8373,46,136
8374,80,187
8375,54,166
8376,66,237
8377,73,158
8378,76,202
8379,71,161
8380,68,217
8381,67,94
8382,65,146
8383,73,229
8384,69,245
8385,57,178
8386,99,91
8387,74,223
8388,63,203
8389,105,173
8390,81,165
8391,53,183
8392,62,154
8393,71,203
8394,91,263
8395,90,143
8396,67,223
8397,80,164
8398,57,188
8399,71,194
8400,94,188
8401,98,112
8402,43,163
8403,85,180
8404,46,233
8405,72,180
8406,63,208
8407,54,170
8408,61,160
8409,77,222
8410,56,158
8411,70,154
8412,51,209
8413,53,142
8414,69,166
8415,75,103
8416,55,198
8417,95,188
8418,56,187
8419,69,166
8420,74,138
8421,70,226
8422,81,252
8423,89,140
8424,77,191
8425,76,141
8426,73,152
8427,69,136
8428,89,166
8429,90,147
8430,56,148
8431,64,183
8432,65,213
8433,59,168
8434,62,198
8435,77,141
8436,79,180
8437,71,187
8438,82,157
8439,62,187
8440,57,182
8441,89,209
8442,71,213
8443,46,171
8444,62,164
8445,59,128
8446,64,191
8447,68,179
8448,91,230
8449,102,156
8450,49,118
8451,61,220
8452,84,213
8453,46,198
8454,91,186
8455,66,188
8456,65,191
8457,71,153
8458,75,151
8459,84,144
8460,68,146
8461,72,159
8462,71,197
8463,30,200
8464,63,136
8465,55,197
8466,73,194
8467,109,193
8468,71,199
8469,32,221
8470,68,179
8471,87,133
8472,50,180
8473,73,233
8474,81,206
8475,74,189
8476,66,184
8477,85,194
8478,86,199
8479,69,148
8480,91,194
8481,46,201
8482,79,165
8483,70,135
8484,57,219
8485,64,167
8486,73,196
8487,61,168
8488,81,150
8489,70,192
8490,63,148
8491,62,217
8492,59,181
8493,71,257
8494,66,184
8495,61,134
8496,74,166
8497,47,177
8498,98,166
8499,88,197
8500,58,198
8501,45,164
8502,79,178
8503,80,166
8504,70,184
8505,57,143
8506,72,121
8507,52,133
8508,46,176
8509,85,138
8510,46,139
8511,87,130
8512,87,161
8513,74,145
8514,69,168
8515,77,158
8516,63,154
8517,79,191
8518,62,167
8519,102,177
8520,59,159
8521,68,194
8522,54,173
8523,25,165
8524,78,118
8525,91,180
8526,61,144
8527,29,195
8528,86,241
8529,46,168
8530,70,145
8531,46,177
8532,87,178
8533,65,194
8534,82,200
8535,51,158
8536,46,198
8537,77,153
8538,71,151
8539,79,148
8540,50,140
8541,82,114
8542,86,164
8543,71,197
8544,76,249
8545,71,200
8546,99,211
8547,71,137
8548,75,160
8549,74,228
8550,80,104
8551,62,169
8552,82,222
8553,93,202
8554,77,106
8555,90,166
8556,85,149
8557,53,191
8558,78,198
8559,92,228
8560,52,211
8561,80,193
8562,69,124
8563,57,187
8564,57,145
8565,80,186
8566,47,211
8567,69,190
8568,55,168
8569,45,173
8570,71,188
8571,53,144
8572,77,229
8573,72,126
8574,66,163
8575,91,169
8576,79,229
8577,57,205
8578,87,186
8579,68,159
8580,66,149
8581,48,184
8582,80,175
8583,66,201
8584,67,230
8585,66,110
8586,74,218
8587,101,183
8588,101,173
8589,58,171
8590,59,196
8591,56,261
8592,75,193
8593,54,164
8594,54,137
8595,86,157
8596,47,156
8597,63,182
8598,77,153
8599,69,135
8600,72,196
8601,84,172
8602,69,134
8603,80,153
8604,63,117
8605,67,237
8606,70,240
8607,41,115
8608,56,160
8609,65,178
8610,56,221
8611,73,177
8612,53,123
8613,84,152
8614,65,155
8615,81,211
8616,46,157
8617,65,154
8618,82,204
8619,62,184
8620,69,175
8621,63,158
8622,71,85
8623,76,154
8624,79,165
8625,57,197
8626,71,201
8627,82,108
8628,92,115
8629,40,156
8630,46,187
8631,76,216
8632,65,147
8633,91,167
8634,51,201
8635,55,157
8636,75,146
8637,65,178
8638,51,148
8639,46,196
8640,69,170
8641,55,195
8642,74,263
8643,54,166
8644,53,143
8645,72,197
8646,63,204
8647,59,160
8648,67,219
8649,75,211
8650,65,169
8651,65,163
8652,69,213
8653,67,117
8654,57,183
8655,72,187
8656,57,191
8657,55,170
8658,69,150
8659,74,166
8660,59,204
8661,57,171
8662,68,168
8663,63,221
8664,77,162
8665,52,191
8666,76,172
8667,68,185
8668,81,198
8669,86,174
8670,99,201
8671,63,182
8672,79,202
8673,83,162
8674,70,154
8675,63,201
8676,56,175
8677,87,162
8678,78,175
8679,68,174
8680,50,196
8681,71,202
8682,85,217
8683,88,189
8684,75,182
8685,58,175
8686,83,184
8687,100,172
8688,53,177
8689,66,177
8690,64,170
8691,77,174
8692,61,182
8693,68,266
8694,68,218
8695,64,180
8696,81,135
8697,93,178
8698,71,158
8699,78,164
8700,84,152
8701,82,201
8702,81,245
8703,83,170
8704,91,176
8705,44,175
8706,55,172
8707,62,175
8708,53,189
8709,72,175
8710,52,220
8711,57,234
8712,63,184
8713,75,82
8714,75,199
8715,96,141
8716,61,219
8717,63,172
8718,69,201
8719,74,177
8720,71,172
8721,73,128
8722,69,167
8723,90,153
8724,57,203
8725,79,210
8726,81,196
8727,54,124
8728,60,227
8729,58,224
8730,67,156
8731,67,165
8732,62,231
8733,75,177
8734,69,151
8735,74,193
8736,64,195
8737,65,161
8738,57,149
8739,71,183
8740,77,167
8741,87,190
8742,64,184
8743,60,222
8744,98,191
8745,53,156
8746,62,157
8747,85,172
8748,59,197
8749,73,171
8750,72,167
8751,77,224
8752,81,173
8753,65,239
8754,82,218
8755,45,165
8756,39,207
8757,103,220
8758,64,147
8759,68,154
8760,73,145
8761,68,123
8762,49,158
8763,77,172
8764,76,132
8765,77,179
8766,43,171
8767,72,172
8768,74,206
8769,67,178
8770,62,210
8771,61,178
8772,73,134
8773,81,213
8774,100,225
8775,59,168
8776,66,213
8777,50,208
8778,74,237
8779,63,176
8780,82,154
8781,94,148
8782,57,163
8783,62,247
8784,90,223
8785,92,203
8786,91,184
8787,74,135
8788,60,163
8789,53,186
8790,66,178
8791,66,106
8792,39,236
8793,48,253
8794,73,169
8795,84,154
8796,86,163
8797,71,198
8798,85,189
8799,62,154
8800,77,133
8801,74,101
8802,92,138
8803,73,184
8804,89,174
8805,69,178
8806,74,126
8807,67,186
8808,55,100
8809,63,124
8810,51,158
8811,72,203
8812,50,171
8813,84,192
8814,57,105
8815,76,201
8816,70,161
8817,60,241
8818,72,162
8819,60,163
8820,64,191
8821,77,187
8822,73,178
8823,46,210
8824,53,124
8825,50,239
8826,73,134
8827,69,191
8828,67,131
8829,68,181
8830,83,209
8831,86,239
8832,64,106
8833,56,197
8834,83,135
8835,52,230
8836,68,187
8837,83,222
8838,57,133
8839,65,205
8840,104,180
8841,60,182
8842,76,181
8843,33,125
8844,90,212
8845,78,189
8846,85,207
8847,35,175
8848,50,185
8849,71,124
8850,55,192
8851,59,210
8852,55,135
8853,56,158
8854,89,204
8855,52,200
8856,53,117
8857,55,240
8858,56,119
8859,65,173
8860,82,102
8861,61,175
8862,85,184
8863,87,225
8864,73,169
8865,85,134
8866,103,250
8867,44,195
8868,69,116
8869,66,123
8870,70,135
8871,70,195
8872,61,135
8873,71,162
8874,61,235
8875,72,128
8876,72,228
8877,55,207
8878,80,132
8879,51,225
8880,62,146
8881,66,211
8882,39,152
8883,61,198
8884,79,186
8885,69,148
8886,75,230
8887,64,201
8888,58,157
8889,70,176
8890,63,193
8891,71,151
8892,76,189
8893,69,184
8894,80,198
8895,52,161
8896,70,165
8897,89,153
8898,58,154
8899,61,179
8900,80,238
8901,74,142
8902,61,165
8903,80,166
8904,67,216
8905,58,175
8906,80,160
8907,67,244
8908,57,184
8909,74,156
8910,53,177
8911,40,158
8912,66,174
8913,51,180
8914,88,153
8915,63,155
8916,98,174
8917,46,130
8918,52,173
8919,66,114
8920,57,238
8921,54,226
8922,94,194
8923,83,255
8924,67,214
8925,88,141
8926,75,202
8927,77,177
8928,96,135
8929,75,154
8930,50,239
8931,75,200
8932,85,169
8933,57,158
8934,67,191
8935,40,124
8936,83,157
8937,100,178
8938,90,172
8939,97,141
8940,85,135
8941,78,141
8942,58,166
8943,66,173
8944,72,215
8945,57,158
8946,60,217
8947,56,170
8948,63,143
8949,91,148
8950,71,169
8951,61,172
8952,70,195
8953,100,190
8954,81,171
8955,75,170
8956,65,186
8957,64,115
8958,43,164
8959,69,189
8960,61,120
8961,46,137
8962,70,171
8963,49,190
8964,58,182
8965,60,178
8966,64,119
8967,66,108
8968,76,203
8969,79,124
8970,57,172
8971,65,183
8972,76,161
8973,83,153
8974,72,234
8975,54,219
8976,74,217
8977,50,122
8978,54,139
8979,53,234
8980,101,197
8981,77,195
8982,55,190
8983,46,244
8984,82,133
8985,54,156
8986,59,141
8987,75,162
8988,75,151
8989,73,169
8990,60,217
